ident,latitude_deg,longitude_deg,term
URWW,48.7825,44.3455,
12MT,48.7742,-110.442,
KHBC,48.7684,-101.537,
MT85,48.7589,-106.365,
CYSP,48.7553,-86.3444,
2ND7,48.7517,-100.814,
CYFE,48.7461,-69.0972,
02WN,48.7458,-119.319,
69ND,48.7431,-101.042,
27MN,48.7375,-96.6545,
1NA0,48.7322,-97.8895,
6NA7,48.7303,-100.922,
0W7,48.7282,-122.336,
7NA2,48.6878,-101.35,
NA03,48.6725,-100.858,
MT87,48.6667,-105.934,
NA63,48.6667,-103.856,
9NA4,48.6661,-101.891,
94ND,48.6659,-100.918,
9ND1,48.648,-97.2684,
WA72,48.6447,-117.938,
52MN,48.643,-96.8073,
LZSL,48.6378,19.1341,
03ND,48.6264,-97.829,
LZPP,48.6252,17.8284,
8NA1,48.6228,-100.783,
WA35,48.6223,-122.947,
6NA6,48.6192,-100.978,
D29,48.6186,-97.1759,
CYYY,48.6086,-68.2081,
09I,48.6058,-93.3708,
K8S0,48.6014,-113.115,
KS71,48.5921,-109.251,
21ND,48.5822,-100.855,
CYTS,48.5697,-81.3767,
KINL,48.5662,-93.4031,
4ND4,48.5639,-100.88,
NA73,48.5639,-101,
ND86,48.5639,-103.963,
63S,48.5439,-117.884,
4WA4,48.5415,-122.887,
LFST,48.5383,7.6282,
MT02,48.5383,-111.497,
NA65,48.5314,-97.6281,
WA73,48.525,-117.853,
WN51,48.5209,-122.465,
13MT,48.5208,-110.113,
WA18,48.5101,-122.803,
ND18,48.5064,-101.217,
15MT,48.5004,-105.91,
CSC6,48.4997,-78.1178,
ID54,48.4791,-116.445,
61WA,48.472,-123.018,
4NA6,48.455,-103.88,
97ND,48.4308,-97.7081,
KS52,48.4249,-120.146,
5MN9,48.4236,-96.1289,
25MT,48.4222,-106.253,
CKG8,48.4183,-89.6019,
NA49,48.4178,-100.055,
NA18,48.4134,-103.836,
58S,48.408,-114.3,
57MN,48.4068,-92.6668,
KGAF,48.4047,-97.3709,
MT04,48.4042,-106.009,
MT38,48.4034,-105.157,
6ND9,48.3928,-101.764,
81ND,48.3886,-101.045,
NA10,48.3806,-99.0337,
78MN,48.3789,-95.8117,
79MN,48.3777,-95.7544,
WA07,48.3748,-122.339,
CYQT,48.3719,-89.3239,
MN50,48.3702,-95.8069,
D61,48.3583,-100.392,
ID25,48.3508,-116.554,
6S9,48.3457,-120.721,
27WA,48.3251,-122.316,
WA57,48.3139,-117.84,
KGPI,48.3105,-114.256,
4NA5,48.2883,-101.828,
KD31,48.285,-99.4035,
KS59,48.2838,-115.49,
MT51,48.277,-105.962,
89WA,48.2707,-122.019,
98ND,48.2633,-97.6223,
UKLN,48.2593,25.9808,
13W,48.257,-122.437,
4NA1,48.2547,-103.673,
MT54,48.2439,-114.244,
ND14,48.2347,-97.8018,
CTH3,48.2322,-69.5428,
CYKX,48.2103,-79.9814,
WA13,48.2083,-120.592,
CYUY,48.2061,-78.8356,
ND43,48.2,-101.404,
WN40,48.1904,-122.643,
KNRA,48.1883,-122.632,
KS01,48.1686,-111.976,
KVWU,48.1541,-94.5169,
KS85,48.1533,-104.504,
MY01,48.1458,-96.7526,
00ID,48.1453,-116.214,
ND24,48.1403,-97.6726,
0WN0,48.1373,-123.113,
ZMCD,48.1357,114.646,
WN29,48.1304,-123.207,
ID75,48.126,-116.165,
NA13,48.1222,-100.937,
17MT,48.1071,-114.177,
ID32,48.1055,-116.137,
ND42,48.1031,-101.078,
WN23,48.1018,-123.18,
MT53,48.0947,-114.852,
2MN0,48.0821,-97.0163,
WN21,48.0815,-123.398,
5ND0,48.0764,-104.032,
8ND4,48.0736,-97.1862,
UKDR,48.0433,33.21,
Y99,48.0306,-101.953,
K5L0,48.0294,-98.3253,
2NA7,48.0283,-99.6165,
WA23,48.021,-117.739,
W10,48.0175,-122.438,
4NA0,48.0084,-103.591,
76WA,48.0051,-122.134,
37S,48.005,-106.482,
MT88,48.0044,-114.999,
84ND,48.0008,-97.757,
WA45,47.9953,-122.9,
MN81,47.9889,-97.0312,
EDJA,47.9888,10.2395,
04MN,47.9858,-94.6869,
ID22,47.978,-116.793,
6D3,47.9778,-99.5271,
CYXZ,47.9667,-84.7867,
ND38,47.9583,-99.5365,
NA38,47.9506,-99.4296,
ID48,47.9288,-116.711,
45MN,47.9261,-96.6142,
MT08,47.9167,-108.483,
89ND,47.9114,-101.249,
2L1,47.9069,-97.6406,
01MN,47.8996,-92.5574,
96WA,47.8981,-122.156,
NA39,47.8978,-101.855,
WN20,47.8723,-121.923,
UKDE,47.867,35.3157,
NA06,47.8628,-98.9726,
5U6,47.8611,-104.073,
7WA4,47.8575,-117.78,
39WA,47.8519,-117.782,
CNL5,47.85,-83.4,
K5U1,47.8472,-111.698,
K79S,47.8451,-110.636,
MY38,47.8433,-92.3507,
7MN2,47.8285,-92.0997,
D81,47.825,-96.2578,
CYLD,47.82,-83.3467,
27W,47.8194,-120.72,
42WA,47.8172,-118.801,
ND02,47.8111,-97.9601,
WA61,47.7983,-122.53,
4ND1,47.7928,-97.1537,
70S,47.7872,-117.358,
62ND,47.7792,-97.7595,
NA70,47.7739,-98.9884,
5NA0,47.7736,-101.279,
3NA6,47.7706,-99.4618,
CYRI,47.7644,-69.5847,
ID21,47.7563,-117.024,
K2S8,47.7542,-118.743,
CPE3,47.7286,-80.3158,
WA08,47.7207,-117.909,
ND75,47.72,-100.269,
ND20,47.7042,-97.3501,
CYXR,47.6974,-79.8473,
15ID,47.6856,-117.038,
ND72,47.6844,-100.085,
ND22,47.6833,-101.6,
NA75,47.6764,-99.3904,
08MN,47.6694,-93.0544,
NA01,47.6683,-97.0054,
72ND,47.6611,-97.592,
0MT7,47.6608,-115.404,
D24,47.6597,-99.661,
8AN6,47.6592,-117.682,
KD05,47.6559,-101.437,
NA44,47.6542,-99.1596,
20ND,47.6539,-100.891,
NA81,47.6283,-97.0865,
0W0,47.6276,-122.332,
MT01,47.618,-110.092,
WA96,47.6075,-122.774,
3WA1,47.6036,-120.67,
CYML,47.5975,-70.2239,
MN05,47.5972,-94.8469,
MT92,47.5903,-115.337,
MT79,47.5842,-108.709,
K7S0,47.5672,-114.101,
2ND2,47.5669,-100.721,
CNY5,47.5667,-83.2167,
1WA6,47.5595,-121.864,
ID43,47.5513,-116.764,
9Y0,47.5499,-93.8669,
53ND,47.5481,-99.9471,
84MN,47.5333,-96.8309,
44ND,47.5278,-102.241,
K7Y4,47.525,-95.3608,
6ND6,47.5167,-97.5504,
8S2,47.5147,-120.485,
WA49,47.5028,-117.648,
W36,47.4998,-122.219,
0MT1,47.4975,-112.391,
MN13,47.4961,-94.9528,
2ND1,47.4925,-100.7,
5ND9,47.4847,-97.0748,
37N,47.4831,-101.409,
NA90,47.4667,-101.223,
3U5,47.4633,-112.38,
9Y5,47.4596,-92.4766,
ND16,47.4417,-102.242,
4WA9,47.4323,-122.668,
NA12,47.4317,-100.842,
MT75,47.4302,-111.46,
1MT7,47.4211,-111.159,
9MN2,47.4186,-93.5188,
K4U6,47.4186,-105.562,
9MN0,47.4183,-92.8277,
3NA0,47.4167,-97.5115,
MT33,47.4094,-111.487,
03WA,47.4082,-117.372,
NA79,47.4042,-100.882,
MT76,47.3997,-111.47,
5MN2,47.3958,-95.3675,
4W0,47.3954,-121.536,
K9Y1,47.3928,-102.771,
ID23,47.3924,-116.873,
7ND5,47.3597,-99.6226,
7NA0,47.3575,-97.0281,
55ND,47.3556,-102.711,
K43D,47.3476,-118.677,
WN17,47.3398,-120.316,
NA86,47.3333,-97.9009,
26MN,47.33,-96.7837,
8NA9,47.328,-97.679,
08ND,47.3231,-102.098,
95WA,47.3157,-122.01,
3NA2,47.3028,-101.067,
NA61,47.2956,-103.189,
WA84,47.2807,-122.15,
2NA0,47.2567,-100.796,
MY56,47.2524,-92.8594,
K95D,47.2508,-101.814,
ZYQQ,47.2396,123.918,
73S,47.2355,-117.044,
NA60,47.235,-97.0384,
37ND,47.232,-102.509,
NA88,47.2239,-100.423,
WN87,47.2086,-122.093,
WA77,47.1957,-122.022,
S93,47.1943,-120.883,
ND09,47.1911,-98.169,
52ND,47.1894,-97.2895,
WN42,47.1838,-122.12,
23S,47.1791,-113.445,
00WA,47.1784,-122.772,
KCMX,47.1684,-88.4891,
Y49,47.1583,-94.6461,
5MN6,47.1564,-93.5239,
02WA,47.1523,-122.094,
W37,47.1415,-122.561,
04MT,47.1375,-106.4881,
WN15,47.1297,-122.056,
ND54,47.1292,-99.7304,
ME67,47.1275,-67.9659,
K33S,47.1232,-118.39,
8WA7,47.1152,-117.574,
6WA2,47.1115,-122.821,
8U1,47.1042,-107.503,
38ND,47.098,-97.4012,
63MN,47.0944,-91.6002,
79WT,47.0914,-120.5898,
LSGC,47.0839,6.7928,
23ND,47.0822,-101.267,
WN47,47.0817,-123.27,
MT52,47.0777,-114.413,
UKCM,47.0761,37.4496,
6ND3,47.0697,-96.9406,
52Y,47.068,-93.9141,
3ND5,47.0611,-97.7712,
1ND4,47.0583,-97.017,
ND89,47.0558,-98.507,
33WA,47.0499,-118.851,
ND73,47.0483,-97.2556,
ND01,47.0458,-97.1865,
MY98,47.0455,-96.6656,
ND78,47.04,-97.537,
7ND1,47.0361,-102.778,
1NA9,47.0333,-102.496,
MY64,47.0311,-96.6023,
LROD,47.0253,21.9025,
ND07,47.0028,-97.4072,
NA71,46.9958,-99.6712,
ND65,46.9889,-101.354,
ND59,46.9875,-97.5295,
MY83,46.9866,-94.1244,
WN64,46.9743,-120.462,
KHQM,46.9712,-123.937,
14WA,46.9707,-122.737,
WN36,46.969,-122.821,
07Y,46.9555,-93.5969,
NA17,46.9427,-96.929,
2MN2,46.9404,-93.2979,
ID33,46.936,-115.865,
4WA2,46.9272,-122.968,
06WN,46.925,-122.553,
KFAR,46.9207,-96.8158,
8WA6,46.9207,-119.59,
CNF5,46.9167,-84.6,
75ND,46.9075,-102.491,
KD54,46.9008,-96.9187,
MN35,46.8999,-92.1621,
NA32,46.8986,-98.8587,
3WA0,46.8976,-122.67,
4E8,46.8958,-102.355,
CSK5,46.895,-71.7858,
WS19,46.8935,-90.8207,
8NA0,46.8811,-99.6309,
8WA0,46.8776,-122.601,
2W3,46.8716,-122.257,
WN72,46.8649,-118.325,
MY24,46.8622,-95.0522,
MT20,46.8583,-104.099,
MY99,46.8575,-96.2352,
64ND,46.8508,-101.075,
ND62,46.8483,-102.458,
49WA,46.847,-122.522,
65WA,46.8404,-122.916,
8W9,46.8327,-123.091,
7Y3,46.8269,-94.5072,
ND40,46.8167,-99.2504,
KD57,46.8128,-101.86,
ND52,46.8028,-97.0122,
ND96,46.8017,-100.679,
NA84,46.8005,-99.0051,
WS67,46.7999,-91.2085,
WA16,46.7997,-123.541,
MY29,46.7969,-96.0996,
WN48,46.7904,-123.31,
ID85,46.7874,-116.168,
CTR6,46.7836,-71.8264,
01ME,46.7789,-68.5003,
KBIS,46.7727,-100.746,
8ND5,46.7639,-97.4054,
LFVP,46.7629,-56.1731,
ND98,46.7608,-100.655,
87B,46.7603,-68.4808,
MY94,46.7525,-92.4192,
0WN1,46.7519,-120.602,
MN92,46.7499,-92.3002,
KPWC,46.7248,-94.3817,
3WA4,46.7165,-118.618,
CDJ4,46.7133,-66.8283,
ID60,46.7132,-116.997,
91WA,46.7082,-119.801,
ND35,46.7,-97.7004,
3WN2,46.6916,-90.8707,
1NA8,46.6905,-100.095,
0MN3,46.6778,-94.2925,
ND29,46.6667,-103.234,
9MN3,46.6652,-96.4412,
MY62,46.6652,-94.3433,
8NA5,46.663,-98.6304,
ZMBU,46.6603,113.285,
3WA3,46.6485,-118.583,
ND47,46.6408,-97.5511,
4S6,46.6376,-121.124,
CTE5,46.6225,-72.8483,
9WI9,46.6208,-92.0819,
50WA,46.6198,-122.965,
KHZX,46.6188,-93.3098,
0WA1,46.6171,-122.826,
9G9,46.6166,-99.1671,
NA05,46.6122,-97.4356,
ME04,46.6095,-69.5306,
8MN3,46.5958,-94.22,
WN74,46.5854,-122.626,
MY07,46.5833,-96.6065,
94MN,46.5766,-96.512,
73ND,46.5716,-98.6884,
CSD4,46.5644,-75.5778,
CCE3,46.5628,-67.1683,
CST7,46.5603,-71.1825,
W09,46.5504,-118.536,
67ND,46.5433,-98.3823,
MT32,46.5388,-114.04,
ME38,46.5278,-67.8745,
1WA2,46.5192,-122.89,
WN05,46.5148,-122.792,
48ND,46.5125,-100.55,
WN55,46.5115,-122.006,
MN95,46.5111,-96.192,
K7S6,46.5041,-110.913,
MY60,46.5027,-95.6198,
LRCT,46.5023,23.8859,
ND85,46.4931,-100.179,
S68,46.4913,-116.277,
6H8,46.4819,-100.27,
MT29,46.4789,-105.858,
0MN4,46.4772,-94.3031,
M14,46.4741,-93.9186,
0ND7,46.4653,-100.105,
98MT,46.4428,-114.003,
25MN,46.4306,-93.8331,
MY55,46.4197,-94.2753,
8U9,46.4188,-111.577,
KMZH,46.4188,-92.8047,
ME3,46.3958,-69.005,
0MI6,46.3875,-85.184,
5MN7,46.3872,-93.9319,
WN33,46.3804,-118.988,
ZMAT,46.3764,96.2211,
M69,46.3697,-93.8139,
63ND,46.3652,-97.7282,
MY32,46.3644,-93.86,
K3P3,46.3597,-102.323,
1MT6,46.3569,-113.51,
CYRQ,46.3528,-72.6794,
MT43,46.3463,-112.344,
CSZ4,46.3314,-70.9633,
K8U8,46.3312,-111.483,
7MN4,46.3194,-93.8308,
KU05,46.3194,-113.305,
30WA,46.3149,-118.178,
7W1,46.3149,-124.004,
ME86,46.3083,-68.8436,
00MN,46.3,-95.7003,
CMA2,46.2997,-78.7478,
CYYG,46.29,-63.1211,
2WA9,46.2892,-118.101,
5K9,46.2889,-98.9421,
MT93,46.2871,-112.758,
18JY,46.2847,-123.443,
0MT4,46.2786,-114.141,
CSB5,46.2547,-64.5767,
ZMAH,46.2503,102.802,
S89,46.2471,-116.48,
K6L5,46.2464,-99.5379,
18MN,46.2372,-94.5931,
KS73,46.2193,-116.013,
39B,46.2167,-69.2495,
14ND,46.2078,-102.908,
MN18,46.1782,-94.0886,
MI03,46.1689,-85.7936,
39MI,46.1688,-88.1724,
CDW2,46.165,-60.7839,
ZMBH,46.1633,100.704,
8MI7,46.1619,-86.4843,
OR23,46.1614,-123.64,
7WI1,46.1586,-90.8843,
1WN5,46.1547,-89.3175,
CSE8,46.1408,-74.6417,
ND41,46.1347,-100.113,
16WI,46.1216,-89.121,
KKLS,46.118,-122.898,
MT74,46.1069,-104.415,
85B,46.1042,-68.562,
99MT,46.0975,-114.178,
MY66,46.0705,-93.8472,
1MI0,46.0686,-83.7242,
KY27,46.0664,-100.635,
0ND6,46.055,-99.9171,
CSM3,46.0517,-71.2572,
9U1,46.0497,-110.685,
1MN0,46.0436,-96.5462,
KS84,46.0388,-116.332,
CCG3,46.0375,-66.8589,
MN85,46.0333,-93.6614,
29MN,46.0283,-96.3628,
KHYR,46.0252,-91.4443,
92MN,46.0144,-96.1017,
NA22,46.0125,-103.796,
WS24,46.0069,-91.3104,
SD74,45.9955,-100.376,
WS06,45.9877,-90.1635,
CCS5,45.9864,-65.3019,
1MY1,45.9853,-96.1944,
CPT2,45.9775,-81.4947,
9WN2,45.9666,-92.146,
ND90,45.9666,-97.7337,
OR64,45.9638,-117.235,
NA54,45.955,-100.442,
KBTM,45.9548,-112.497,
WS81,45.948,-92.1085,
1MT2,45.9431,-108.549,
1MN2,45.9382,-94.7607,
9OR4,45.9337,-118.448,
WA79,45.9332,-122.418,
KEGV,45.9323,-89.2683,
CNR9,45.9256,-79.9278,
23WN,45.9111,-91.6285,
MT42,45.9105,-111.514,
MT45,45.9089,-104.576,
MY89,45.9083,-92.9058,
3MI9,45.9039,-86.9703,
W27,45.8988,-122.737,
WS64,45.8881,-89.5329,
OG33,45.879,-118.405,
MT41,45.8783,-112.117,
CYFC,45.8689,-66.5372,
CYTA,45.8644,-77.2517,
4U7,45.8606,-114.22,
43MI,45.8591,-87.1168,
03OR,45.8554,-117.484,
KM46,45.8529,-106.709,
05S,45.8515,-123.242,
WN66,45.8513,-89.4512,
CSC3,45.8453,-72.3947,
2WN9,45.8451,-120.701,
1H9,45.8355,-91.8027,
55MN,45.8352,-93.3355,
KS20,45.8321,-120.845,
WA46,45.8303,-122.637,
06Y,45.83,-96.1606,
2MN9,45.8244,-93.9953,
MT14,45.8235,-112.886,
CLA2,45.8231,-73.4606,
4MT1,45.8207,-111.145,
WA87,45.8159,-122.553,
WI37,45.8083,-91.0963,
75WA,45.8021,-121.48,
48WI,45.7938,-89.7301,
CSA2,45.7919,-73.6381,
2MN7,45.7916,-94.3408,
8OR6,45.7823,-122.894,
14WS,45.778,-91.5585,
MY68,45.7772,-96.3914,
13ME,45.7764,-69.8093,
02T,45.7691,-112.982,
MY57,45.7633,-94.4575,
28WA,45.7304,-122.735,
MY92,45.7286,-93.2883,
MT71,45.7241,-111.043,
5WA9,45.7239,-122.544,
19WA,45.7196,-121.886,
KD39,45.7066,-94.9334,
WI12,45.7066,-91.6249,
WS39,45.6994,-89.6624,
26WI,45.6991,-91.3035,
3S7,45.6982,-123.93,
WS77,45.684,-92.6871,
02OR,45.6815,-121.316,
MT05,45.6681,-104.703,
OL02,45.6653,-119.386,
WA67,45.6631,-122.473,
WN98,45.6594,-91.5225,
23MT,45.6572,-111.04,
WI42,45.6572,-89.5299,
78B,45.6542,-68.9495,
KGHW,45.6439,-95.3204,
CSE4,45.6394,-74.3706,
7OR6,45.6368,-121.591,
60B,45.6334,-70.2662,
OR27,45.6332,-123.168,
CSS4,45.6325,-72.8189,
KRHI,45.6312,-89.4675,
1W1,45.6278,-122.404,
24MT,45.6194,-111.092,
63OR,45.6165,-123.046,
9MN1,45.6116,-93.1974,
OG02,45.6103,-123.08,
MY47,45.6047,-94.2108,
1OR4,45.604,-123.025,
2MT5,45.5941,-111.152,
0OR9,45.5926,-121.549,
CSB3,45.59,-73.2386,
K35S,45.5894,-120.674,
CPG5,45.5828,-74.5489,
4S4,45.5826,-123.053,
WS25,45.5816,-87.8454,
K9D2,45.5806,-103.53,
MY28,45.5798,-92.9631,
4WI4,45.5741,-89.748,
CCX3,45.5667,-67.1,
WS78,45.5503,-89.4878,
MN91,45.5375,-93.5141,
SD41,45.5333,-101.834,
2M7,45.5319,-84.3081,
Y30,45.5311,-84.557,
0WI1,45.5072,-92.1419,
83OR,45.5013,-117.472,
CSP5,45.5008,-73.2417,
OR50,45.4857,-122.234,
CSQ3,45.4811,-72.3103,
28OR,45.479,-122.234,
CSX5,45.4719,-73.1994,
ME30,45.4668,-69.5995,
21M,45.4625,-69.6195,
52B,45.4612,-69.5978,
MY48,45.4575,-93.5783,
4OR6,45.4498,-122.254,
KABR,45.4491,-98.4218,
CTY5,45.4383,-73.0378,
SD65,45.4377,-96.9998,
2OG3,45.431,-122.65,
WS71,45.4305,-92.6155,
7S3,45.4285,-122.942,
25U,45.4277,-116.694,
KMGN,45.4256,-84.9134,
0SD0,45.425,-100.892,
8S4,45.4249,-117.265,
07OR,45.4218,-122.62,
CCQ3,45.4186,-63.4606,
CNP3,45.4136,-76.3658,
16MT,45.4052,-109.13,
OG34,45.3998,-122.829,
3MI2,45.3992,-85.8301,
6MN4,45.3972,-92.8316,
62MN,45.3814,-92.6824,
CSP6,45.3761,-73.9072,
1OR6,45.3714,-122.554,
32MN,45.3675,-94.3994,
MN40,45.3625,-93.5886,
OR05,45.3621,-123.356,
7OR0,45.3582,-117.634,
KS48,45.3544,-122.268,
WS45,45.3416,-89.6746,
ME03,45.3362,-69.0509,
OG07,45.3336,-117.82,
4WN3,45.3321,-88.536,
OR59,45.3315,-123.207,
7OR9,45.3243,-122.472,
17S,45.3237,-123.054,
74OR,45.3237,-123.019,
1SD0,45.323,-101.742,
OG30,45.3165,-122.605,
CYSJ,45.3161,-65.8903,
3OR2,45.3124,-117.959,
ME79,45.3056,-69.3467,
MN11,45.3,-95.545,
92WI,45.2961,-89.6411,
CYJN,45.2944,-73.2811,
3MN0,45.2922,-94.0947,
1OR7,45.2879,-122.456,
CSN7,45.2856,-73.0078,
5WI5,45.275,-89.4918,
0SD3,45.2694,-103.217,
CNK5,45.2667,-78.8083,
WN86,45.2639,-92.6216,
15MN,45.2622,-94.5107,
OR40,45.2557,-122.651,
KDLN,45.2554,-112.553,
K25D,45.2477,-92.9944,
KUAO,45.2471,-122.77,
K3S9,45.2466,-120.166,
MT94,45.2466,-111.329,
OR90,45.2443,-123.129,
MN87,45.2436,-93.2217,
WN44,45.2394,-89.569,
3WN6,45.239,-91.7119,
MY58,45.2388,-95.9253,
8WN8,45.2351,-87.0675,
K4S9,45.2163,-122.59,
18MT,45.216,-113.499,
WI35,45.2158,-92.5727,
6MN5,45.2077,-94.1625,
WI87,45.2033,-89.5244,
67MN,45.2019,-94.8011,
CLA6,45.2004,-74.361,
SD48,45.2,-102.65,
98OR,45.199,-123.37,
CHF2,45.1906,-75.7086,
MY18,45.1872,-93.1305,
6WI0,45.1805,-91.9877,
K7S9,45.1804,-122.743,
MY19,45.1708,-95.3925,
OG23,45.1571,-123.391,
MY86,45.1508,-93.74,
8Y4,45.15,-93.1169,
MN24,45.15,-93.1169,
OR53,45.1457,-121.229,
SD36,45.1292,-100.756,
WS82,45.1267,-88.4433,
CCY4,45.1175,-63.7028,
6MN9,45.1166,-92.996,
10WI,45.1158,-88.1895,
19OR,45.1096,-121.224,
URMT,45.1092,42.1128,
9WI6,45.1041,-89.0168,
09ID,45.1039,-114.855,
CNR6,45.1039,-76.1233,
CPL3,45.1031,-75.6282,
96OR,45.1006,-118.817,
CCW4,45.1006,-63.9206,
24WI,45.0955,-92.6738,
MN30,45.0941,-93.4652,
37OR,45.0932,-118.399,
MT50,45.0878,-104.819,
42MN,45.0841,-93.5644,
5WI4,45.0814,-87.6793,
MY33,45.0769,-93.2044,
5WI8,45.0761,-88.0043,
1MT0,45.0674,-111.297,
MN31,45.0622,-94.5792,
7OR7,45.054,-122.907,
OR95,45.0498,-123.235,
1SD8,45.0477,-96.5526,
MN19,45.0473,-93.8364,
2MN1,45.0461,-95.4645,
85WI,45.0444,-92.2928,
KD07,45.0361,-102.02,
CTQ2,45.0344,-72.035,
64OR,45.0337,-123.172,
MY21,45.0333,-93.1252,
02WI,45.0319,-92.6558,
ME06,45.0279,-67.3094,
KGLR,45.0135,-84.7036,
WS41,45.0122,-92.5513,
ID17,45.011,-116.689,
OR12,45.0043,-116.849,
9OR1,45.0029,-120.74,
SD47,45.0028,-101.213,
MN69,45.0027,-93.6719,
OR89,44.9999,-120.053,
VT63,44.9953,-72.379,
3WI9,44.9938,-91.3778,
SD94,44.993,-96.477,
WI32,44.9873,-91.3304,
CYZX,44.9844,-64.9169,
MN28,44.983,-94.7481,
1U4,44.9791,-116.284,
66MN,44.9772,-95.4228,
83WI,44.9705,-90.3462,
12ID,44.968,-114.733,
4OR5,44.9679,-122.941,
WI14,44.9666,-92.3877,
28MN,44.9636,-93.6225,
97WI,44.9633,-90.8603,
OG54,44.9601,-120.885,
30W,44.9519,-87.8084,
WS42,44.95,-90.6001,
22OR,44.9418,-122.763,
OG27,44.9401,-118.012,
3WN8,44.9356,-91.4307,
WS60,44.9339,-90.831,
MY35,44.9335,-92.8177,
4WI0,44.9333,-91.2724,
ME35,44.9315,-69.0073,
3WI4,44.9236,-89.4023,
WI27,44.9202,-91.9749,
MN80,44.9144,-93.6885,
WI21,44.9097,-91.2418,
WI29,44.9055,-92.4835,
ME27,44.9009,-68.8023,
ID41,44.8999,-115.333,
LFLW,44.8914,2.4219,
6WI5,44.8892,-88.0209,
6MN6,44.8875,-93.8421,
MY23,44.8805,-93.6086,
88VT,44.8783,-73.3503,
2VT2,44.8728,-73.2817,
K7S5,44.867,-123.198,
KEAU,44.8658,-91.4843,
SD93,44.8642,-99.6064,
ME47,44.8545,-69.4564,
0OR7,44.854,-123.264,
WS72,44.8528,-88.012,
2WI0,44.8527,-89.6001,
WI79,44.8527,-90.5565,
MN62,44.85,-94.3503,
SD72,44.85,-102.584,
WS16,44.8472,-89.8015,
1MI8,44.8467,-83.6369,
OR25,44.8448,-122.901,
6WI2,44.8439,-92.7558,
CNP7,44.8422,-75.3114,
OG52,44.8392,-123.259,
KBKE,44.8373,-117.809,
65B,44.8366,-67.027,
WI60,44.8328,-88.4632,
ME68,44.8201,-69.2384,
ID59,44.8176,-116.068,
09Y,44.8166,-93.0155,
35MN,44.8155,-93.0135,
WI05,44.8083,-91.6844,
27WI,44.8077,-92.7138,
0MN0,44.7969,-92.9841,
2OR3,44.7946,-123.098,
ID96,44.7852,-116.067,
8OR2,44.7785,-122.73,
5OR9,44.7768,-122.76,
5OR8,44.7732,-122.85,
5H3,44.7714,-96.6881,
KSHR,44.7692,-106.98,
3WI3,44.7652,-89.4073,
0B2,44.7637,-68.7678,
NY60,44.7625,-73.5593,
6S4,44.7457,-122.421,
KTVC,44.7414,-85.5822,
MY34,44.7394,-93.3958,
9OR8,44.7326,-123.056,
1D6,44.7311,-94.7147,
4OR3,44.7304,-123.076,
5OR3,44.7304,-123.915,
2U8,44.7263,-115.003,
U84,44.7255,-116.0912,
4WI5,44.7236,-91.4599,
OR51,44.7196,-122.7,
CCN2,44.7133,-66.7964,
ID77,44.7053,-116.807,
VT15,44.7039,-73.246,
KMVM,44.7031,-67.4786,
OG28,44.6832,-122.783,
KU00,44.6738,-113.353,
4NY0,44.6689,-73.5462,
04ME,44.6667,-69.8939,
NY97,44.6667,-73.5662,
CRL2,44.6667,-76.3967,
KW43,44.6629,-104.568,
69MY,44.6611,-93.1002,
ME17,44.6602,-70.588,
OR20,44.6582,-123.143,
OR39,44.6576,-123.212,
WN99,44.6572,-91.8086,
02NH,44.6571,-71.2191,
05ME,44.657,-67.5592,
KPBG,44.6509,-73.4681,
OG19,44.6501,-121.238,
56MN,44.6455,-94.9614,
VT52,44.6434,-73.1876,
92C,44.6412,-88.2152,
WY14,44.6375,-104.689,
0MI3,44.6334,-84.4834,
OR22,44.6193,-123.032,
1NY4,44.6175,-73.911,
OG45,44.6169,-117.872,
KCLI,44.6138,-88.7313,
VT56,44.6131,-71.9809,
0U8,44.6102,-113.896,
VT39,44.6076,-72.4804,
28WI,44.6041,-92.0466,
70MY,44.6033,-93.5222,
5S4,44.601,-123.94,
ME20,44.5992,-69.6239,
VT58,44.5959,-73.3476,
5WN9,44.5944,-92.2585,
OR21,44.5932,-122.99,
MI60,44.5914,-85.3108,
88OR,44.5683,-122.971,
MN45,44.5661,-93.1322,
VT57,44.5606,-73.2404,
3WN9,44.5569,-91.3669,
02ID,44.5555,-115.305,
NY07,44.5458,-75.1611,
WI25,44.5389,-92.0141,
S30,44.5298,-122.93,
2WN6,44.5297,-90.4193,
VT44,44.5267,-72.5815,
VT45,44.5173,-72.9793,
ME92,44.5167,-70.2223,
VT64,44.5153,-72.6412,
3S2,44.5141,-70.4068,
VT42,44.5126,-72.6071,
6WN5,44.4998,-92.1988,
6WI1,44.4952,-89.9126,
CPF7,44.4939,-81.3353,
OG51,44.4835,-120.916,
ME60,44.4684,-69.8178,
60MN,44.468,-95.2836,
SD19,44.4653,-97.2225,
SD98,44.4625,-102.552,
07B,44.448,-68.5697,
07VT,44.4472,-72.9147,
4OR4,44.4436,-123.238,
0ID2,44.4429,-113.773,
55OR,44.436,-123.308,
97OR,44.4352,-118.662,
77ME,44.4334,-70.2162,
WI78,44.4258,-87.935,
MN49,44.4239,-93.4844,
OG49,44.4219,-123.259,
WY55,44.4186,-104.594,
4WN2,44.417,-89.9864,
VT25,44.4167,-73.1662,
KU63,44.4155,-115.317,
2WY8,44.4044,-109.282,
CNN8,44.4019,-76.2442,
VT22,44.4014,-73.2671,
2G8,44.3931,-71.1967,
